date	accel	sonar
1249	267	
1250	240	
1251	203	
1251	203	3786
1252	144	
1253	153	
1254	172	
1254	172	3744
1255	184	
1256	178	
1257	182	
1258	214	
1258	214	3730
1259	259	
1260	265	
1261	247	
1262	164	
1262	164	3752
1263	85	
1264	63	
1265	64	
1265	64	3786
1266	82	
1267	135	
1268	138	
1269	101	
1269	101	3752
1270	24	
1271	75	
1272	166	
1272	166	3758
1273	172	
1274	106	
1275	50	
1276	45	
1276	45	3758
1277	65	
1278	88	
1279	142	
1280	155	
1280	155	3758
1281	150	
1282	150	
1283	141	
1283	141	3752
1284	127	
1285	85	
1286	103	
1287	170	
1287	170	3752
1288	193	
1289	206	
1290	173	
1291	154	
1291	154	3744
1292	154	
1293	172	
1294	176	
1294	176	3738
1295	146	
1296	153	
1297	173	
1298	189	
1298	189	3780
1299	181	
1300	175	
1301	194	
1301	194	3738
1302	231	
1303	247	
1304	251	
1305	205	
1305	205	3738
1306	183	
1307	140	
1308	131	
1309	129	
1309	129	3744
1310	174	
1311	200	
1312	227	
1312	227	3786
1313	198	
1314	160	
1315	79	
1316	69	
1316	69	3752
1317	110	
1318	115	
1319	71	
1319	71	3758
1320	43	
1321	33	
1322	116	
1323	164	
1323	164	3758
1324	203	
1325	189	
1326	184	
1327	172	
1327	172	3752
1328	149	
1329	146	
1330	144	
1330	144	3752
1331	127	
1332	95	
1333	83	
1334	97	
1334	97	3752
1335	121	
1336	154	
1337	163	
1337	163	3744
1338	162	
1339	170	
1340	198	
1341	210	
1341	210	3752
1342	219	
1343	215	
1344	196	
1345	180	
1345	180	3752
1346	174	
1347	187	
1348	194	
1348	194	3752
1349	197	
1350	229	
1351	329	
1352	356	
1352	356	3752
1353	331	
1354	250	
1355	185	
1355	185	3794
1356	180	
1357	170	
1358	167	
1359	156	
1359	156	3752
1360	128	
1361	121	
1362	120	
1363	125	
1363	125	3752
1364	141	
1365	149	
1366	161	
1366	161	3758
1367	165	
1368	188	
1369	232	
1370	231	
1370	231	3752
1371	196	
1372	118	
1373	95	
1373	95	3744
1374	103	
1375	153	
1376	206	
1377	214	
1377	214	3744
1378	201	
1379	192	
1380	197	
1381	238	
1381	238	3738
1382	283	
1383	292	
1384	298	
1384	298	3738
1385	283	
1386	249	
1387	187	
1388	145	
1388	145	3724
1389	140	
1390	150	
1391	155	
1392	156	
1392	156	3724
1393	184	
1394	232	
1395	248	
1395	248	3716
1396	238	
1397	190	
1398	169	
1399	171	
1399	171	3710
1400	185	
1401	237	
1402	256	
